timestamp,channel,voltage_mv,strain_ue,stress_mpa,samples
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245484
2026-06-06T10:34:31.034703,2,0.09,8.0,1.68,245478
2026-06-06T10:34:31.034703,3,0.01,0.0,0.0,245477
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245484
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245485
2026-06-06T10:34:31.034703,2,0.09,9.0,1.89,245479
2026-06-06T10:34:31.034703,3,0.01,0.0,0.0,245478
2026-06-06T10:34:31.034703,0,0.02,1.0,0.21,245485
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245486
2026-06-06T10:34:31.034703,2,0.09,9.0,1.89,245480
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245479
2026-06-06T10:34:31.034703,0,0.02,1.0,0.21,245486
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245487
2026-06-06T10:34:31.034703,2,0.09,9.0,1.89,245481
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245480
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245487
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245488
2026-06-06T10:34:31.034703,2,0.09,8.0,1.68,245482
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245481
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245488
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245489
2026-06-06T10:34:31.034703,2,0.09,8.0,1.68,245483
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245482
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245489
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245490
2026-06-06T10:34:31.034703,2,0.08,8.0,1.68,245484
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245483
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245490
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245491
2026-06-06T10:34:31.034703,2,0.08,8.0,1.68,245485
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245484
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245491
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245492
2026-06-06T10:34:31.034703,2,0.08,8.0,1.68,245486
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245485
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245492
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245493
2026-06-06T10:34:31.034703,2,0.08,8.0,1.68,245487
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245486
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245493
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245494
2026-06-06T10:34:31.034703,2,0.09,8.0,1.68,245488
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245487
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245494
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245495
2026-06-06T10:34:31.034703,2,0.09,9.0,1.89,245489
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245488
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245495
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245496
2026-06-06T10:34:31.034703,2,0.09,9.0,1.89,245490
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245489
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245496
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245497
2026-06-06T10:34:31.034703,2,0.09,9.0,1.89,245491
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245490
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245497
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245498
2026-06-06T10:34:31.034703,2,0.09,8.0,1.68,245492
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245491
2026-06-06T10:34:31.034703,0,0.02,2.0,0.42,245498
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245499
2026-06-06T10:34:31.034703,2,0.08,8.0,1.68,245493
2026-06-06T10:34:31.034703,3,0.01,1.0,0.21,245492
2026-06-06T10:34:31.034703,0,0.02,1.0,0.21,245499
2026-06-06T10:34:31.034703,1,312.5,20000.0,4200.0,245500
2026-06-06T10:34:31.034703,2,0.08,8.0,1.68,245494
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245493
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245500
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245501
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245495
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245494
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245501
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245502
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245496
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245495
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245502
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245503
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245497
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245496
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245503
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245504
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245498
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245497
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245504
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245505
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245499
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245498
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245505
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245506
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245500
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245499
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245506
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245507
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245501
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245500
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245507
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245508
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245502
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245501
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245508
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245509
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245503
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245502
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245509
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245510
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245504
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245503
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245510
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245511
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245505
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245504
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245511
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245512
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245506
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245505
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245512
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245513
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245507
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245506
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245513
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245514
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245508
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245507
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245514
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245515
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245509
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245508
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245515
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245516
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245510
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245509
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245516
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245517
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245511
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245510
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245517
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245518
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245512
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245511
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245518
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245519
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245513
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245512
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245519
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245520
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245514
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245513
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245520
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245521
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245515
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245514
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245521
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245522
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245516
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245515
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245522
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245523
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245517
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245516
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245523
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245524
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245518
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245517
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245524
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245525
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245519
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245518
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245525
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245526
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245520
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245519
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245526
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245527
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245521
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245520
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245527
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245528
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245522
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245521
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245528
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245529
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245523
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245522
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245529
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245530
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245524
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245523
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245530
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245531
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245525
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245524
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245531
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245532
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245526
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245525
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245532
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245533
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245527
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245526
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245533
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245534
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245528
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245527
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245534
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245535
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245529
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245528
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245535
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245536
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245530
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245529
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245536
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245537
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245531
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245530
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245537
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245538
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245532
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245531
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245538
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245539
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245533
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245532
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245539
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245540
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245534
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245533
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245540
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245541
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245535
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245534
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245541
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245542
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245536
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245535
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245542
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245543
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245537
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245536
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245543
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245544
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245538
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245537
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245544
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245545
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245539
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245538
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245545
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245546
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245540
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245539
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245546
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245547
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245541
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245540
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245547
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245548
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245542
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245541
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245548
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245549
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245543
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245542
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245549
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245550
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245544
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245543
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245550
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245551
2026-06-06T10:34:31.036208,2,0.08,8.0,1.68,245545
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245544
2026-06-06T10:34:31.036208,0,0.02,1.0,0.21,245551
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245552
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245546
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245545
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245552
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245553
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245547
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245546
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245553
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245554
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245548
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245547
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245554
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245555
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245549
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245548
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245555
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245556
2026-06-06T10:34:31.036208,2,0.09,9.0,1.89,245550
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245549
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245556
2026-06-06T10:34:31.036208,1,312.5,20000.0,4200.0,245557
2026-06-06T10:34:31.036208,2,0.09,8.0,1.68,245551
2026-06-06T10:34:31.036208,3,0.01,1.0,0.21,245550
2026-06-06T10:34:31.036208,0,0.02,2.0,0.42,245557
2026-06-06T10:34:31.068213,1,312.5,20000.0,4200.0,245558
2026-06-06T10:34:31.068213,2,0.08,8.0,1.68,245552
2026-06-06T10:34:31.068213,3,0.01,1.0,0.21,245551
2026-06-06T10:34:31.068213,0,0.02,2.0,0.42,245558
2026-06-06T10:34:31.068213,1,312.5,20000.0,4200.0,245559
2026-06-06T10:34:31.068213,2,0.08,8.0,1.68,245553
2026-06-06T10:34:31.068213,3,0.01,1.0,0.21,245552
2026-06-06T10:34:31.068213,0,0.02,2.0,0.42,245559
2026-06-06T10:34:31.068213,1,312.5,20000.0,4200.0,245560
2026-06-06T10:34:31.106214,2,0.08,8.0,1.68,245554
2026-06-06T10:34:31.106214,3,0.01,1.0,0.21,245553
