timestamp,channel,voltage_mv,strain_ue,stress_mpa,raw_value,telemetry_mode,config_sequence,samples
2026-06-06T12:28:18.371801,5,0.0,0.0,0.0,,1,24,391
2026-06-06T12:28:18.371801,2,-0.001,0.0,0.0,,1,24,392
2026-06-06T12:28:18.371801,6,0.001,0.0,0.0,,1,24,392
2026-06-06T12:28:18.410307,3,0.0,0.0,0.0,,1,24,393
2026-06-06T12:28:18.410307,7,-0.001,0.0,0.0,,1,24,393
2026-06-06T12:28:18.410307,0,0.0,0.0,0.0,,1,24,392
2026-06-06T12:28:18.410307,4,0.0,0.0,0.0,,1,24,392
2026-06-06T12:28:18.410307,1,0.0,0.0,0.0,,1,24,392
2026-06-06T12:28:18.410307,5,0.0,0.0,0.0,,1,24,392
2026-06-06T12:28:18.436308,2,-0.001,0.0,0.0,,1,24,393
2026-06-06T12:28:18.436308,6,0.0,0.0,0.0,,1,24,393
2026-06-06T12:28:18.436308,3,0.0,0.0,0.0,,1,24,394
2026-06-06T12:28:18.436308,7,0.0,0.0,0.0,,1,24,394
2026-06-06T12:28:18.436308,0,0.0,0.0,0.0,,1,24,393
2026-06-06T12:28:18.436308,4,0.0,0.0,0.0,,1,24,393
2026-06-06T12:28:18.476882,1,0.0,0.0,0.0,,1,24,393
2026-06-06T12:28:18.476882,5,0.0,0.0,0.0,,1,24,393
2026-06-06T12:28:18.476882,2,-0.001,0.0,0.0,,1,24,394
2026-06-06T12:28:18.476882,6,0.0,0.0,0.0,,1,24,394
2026-06-06T12:28:18.476882,3,0.0,0.0,0.0,,1,24,395
2026-06-06T12:28:18.476882,7,0.0,0.0,0.0,,1,24,395
2026-06-06T12:28:18.476882,0,0.0,0.0,0.0,,1,24,394
2026-06-06T12:28:18.476882,4,0.0,0.0,0.0,,1,24,394
2026-06-06T12:28:18.476882,1,0.0,0.0,0.0,,1,24,394
2026-06-06T12:28:18.476882,5,0.0,0.0,0.0,,1,24,394
2026-06-06T12:28:18.476882,2,-0.001,0.0,0.0,,1,24,395
2026-06-06T12:28:18.476882,6,0.0,0.0,0.0,,1,24,395
2026-06-06T12:28:18.476882,3,0.0,0.0,0.0,,1,24,396
2026-06-06T12:28:18.476882,7,0.0,0.0,0.0,,1,24,396
2026-06-06T12:28:18.476882,0,0.0,0.0,0.0,,1,24,395
2026-06-06T12:28:18.476882,4,0.0,0.0,0.0,,1,24,395
2026-06-06T12:28:18.476882,1,0.0,0.0,0.0,,1,24,395
2026-06-06T12:28:18.476882,5,0.0,0.0,0.0,,1,24,395
2026-06-06T12:28:18.528393,2,-0.001,0.0,0.0,,1,24,396
2026-06-06T12:28:18.528393,6,0.0,0.0,0.0,,1,24,396
2026-06-06T12:28:18.528393,3,0.0,0.0,0.0,,1,24,397
2026-06-06T12:28:18.528393,7,0.0,0.0,0.0,,1,24,397
2026-06-06T12:28:18.528393,0,0.0,0.0,0.0,,1,24,396
2026-06-06T12:28:18.528393,4,0.0,0.0,0.0,,1,24,396
2026-06-06T12:28:18.561606,1,0.0,0.0,0.0,,1,24,396
2026-06-06T12:28:18.561606,5,0.0,0.0,0.0,,1,24,396
2026-06-06T12:28:18.561606,2,-0.001,0.0,0.0,,1,24,397
2026-06-06T12:28:18.561606,6,0.001,0.0,0.0,,1,24,397
2026-06-06T12:28:18.561606,3,0.0,0.0,0.0,,1,24,398
2026-06-06T12:28:18.561606,7,0.0,0.0,0.0,,1,24,398
2026-06-06T12:28:18.596124,0,0.0,0.0,0.0,,1,24,397
2026-06-06T12:28:18.596124,4,0.0,0.0,0.0,,1,24,397
2026-06-06T12:28:18.596124,1,0.0,0.0,0.0,,1,24,397
2026-06-06T12:28:18.596124,5,0.0,0.0,0.0,,1,24,397
2026-06-06T12:28:18.596124,2,-0.001,0.0,0.0,,1,24,398
2026-06-06T12:28:18.596124,6,0.001,0.0,0.0,,1,24,398
2026-06-06T12:28:18.596124,3,0.0,0.0,0.0,,1,24,399
2026-06-06T12:28:18.596124,7,-0.001,0.0,0.0,,1,24,399
2026-06-06T12:28:18.596124,0,0.0,0.0,0.0,,1,24,398
2026-06-06T12:28:18.596124,4,0.0,0.0,0.0,,1,24,398
2026-06-06T12:28:18.596124,1,0.0,0.0,0.0,,1,24,398
2026-06-06T12:28:18.596124,5,0.0,0.0,0.0,,1,24,398
2026-06-06T12:28:18.647124,2,-0.001,0.0,0.0,,1,24,399
2026-06-06T12:28:18.647124,6,0.0,0.0,0.0,,1,24,399
2026-06-06T12:28:18.647124,3,0.0,0.0,0.0,,1,24,400
2026-06-06T12:28:18.647124,7,-0.001,0.0,0.0,,1,24,400
2026-06-06T12:28:18.647124,0,0.0,0.0,0.0,,1,24,399
2026-06-06T12:28:18.647124,4,0.0,0.0,0.0,,1,24,399
2026-06-06T12:28:18.681355,1,0.0,0.0,0.0,,1,24,399
2026-06-06T12:28:18.681355,5,0.0,0.0,0.0,,1,24,399
2026-06-06T12:28:18.681355,2,-0.001,0.0,0.0,,1,24,400
2026-06-06T12:28:18.681355,6,0.0,0.0,0.0,,1,24,400
2026-06-06T12:28:18.681355,3,0.0,0.0,0.0,,1,24,401
2026-06-06T12:28:18.681355,7,0.0,0.0,0.0,,1,24,401
2026-06-06T12:28:18.715355,0,0.0,0.0,0.0,,1,24,400
2026-06-06T12:28:18.715355,4,0.0,0.0,0.0,,1,24,400
2026-06-06T12:28:18.715355,1,0.0,0.0,0.0,,1,24,400
2026-06-06T12:28:18.715355,5,0.0,0.0,0.0,,1,24,400
2026-06-06T12:28:18.715355,2,-0.001,0.0,0.0,,1,24,401
2026-06-06T12:28:18.715355,6,0.0,0.0,0.0,,1,24,401
2026-06-06T12:28:18.748868,3,0.0,0.0,0.0,,1,24,402
2026-06-06T12:28:18.748868,7,0.0,0.0,0.0,,1,24,402
2026-06-06T12:28:18.748868,0,0.0,0.0,0.0,,1,24,401
2026-06-06T12:28:18.748868,4,0.0,0.0,0.0,,1,24,401
2026-06-06T12:28:18.748868,1,0.0,0.0,0.0,,1,24,401
2026-06-06T12:28:18.748868,5,0.0,0.0,0.0,,1,24,401
2026-06-06T12:28:18.783377,2,-0.001,0.0,0.0,,1,24,402
2026-06-06T12:28:18.783377,6,0.0,0.0,0.0,,1,24,402
2026-06-06T12:28:18.783377,3,0.0,0.0,0.0,,1,24,403
2026-06-06T12:28:18.783377,7,0.0,0.0,0.0,,1,24,403
2026-06-06T12:28:18.783377,0,0.0,0.0,0.0,,1,24,402
2026-06-06T12:28:18.783377,4,0.0,0.0,0.0,,1,24,402
2026-06-06T12:28:18.783377,1,0.0,0.0,0.0,,1,24,402
2026-06-06T12:28:18.783377,5,0.0,0.0,0.0,,1,24,402
2026-06-06T12:28:18.783377,2,-0.001,0.0,0.0,,1,24,403
2026-06-06T12:28:18.783377,6,0.0,0.0,0.0,,1,24,403
2026-06-06T12:28:18.783377,3,0.001,0.0,0.0,,1,24,404
2026-06-06T12:28:18.783377,7,0.0,0.0,0.0,,1,24,404
2026-06-06T12:28:18.834376,0,0.0,0.0,0.0,,1,24,403
2026-06-06T12:28:18.834376,4,0.0,0.0,0.0,,1,24,403
2026-06-06T12:28:18.834376,1,0.0,0.0,0.0,,1,24,403
2026-06-06T12:28:18.834376,5,0.0,0.0,0.0,,1,24,403
2026-06-06T12:28:18.834376,2,-0.001,0.0,0.0,,1,24,404
2026-06-06T12:28:18.834376,6,0.0,0.0,0.0,,1,24,404
2026-06-06T12:28:18.868380,3,0.0,0.0,0.0,,1,24,405
2026-06-06T12:28:18.868380,7,0.0,0.0,0.0,,1,24,405
2026-06-06T12:28:18.868380,0,0.0,0.0,0.0,,1,24,404
2026-06-06T12:28:18.868380,4,0.0,0.0,0.0,,1,24,404
2026-06-06T12:28:18.868380,1,0.0,0.0,0.0,,1,24,404
2026-06-06T12:28:18.868380,5,0.0,0.0,0.0,,1,24,404
2026-06-06T12:28:18.901961,2,-0.001,0.0,0.0,,1,24,405
2026-06-06T12:28:18.901961,6,0.0,0.0,0.0,,1,24,405
2026-06-06T12:28:18.901961,3,0.0,0.0,0.0,,1,24,406
2026-06-06T12:28:18.901961,7,0.0,0.0,0.0,,1,24,406
2026-06-06T12:28:18.901961,0,0.0,0.0,0.0,,1,24,405
2026-06-06T12:28:18.901961,4,0.0,0.0,0.0,,1,24,405
2026-06-06T12:28:18.935975,1,0.0,0.0,0.0,,1,24,405
2026-06-06T12:28:18.935975,5,0.0,0.0,0.0,,1,24,405
2026-06-06T12:28:18.935975,2,-0.001,0.0,0.0,,1,24,406
2026-06-06T12:28:18.935975,6,0.0,0.0,0.0,,1,24,406
2026-06-06T12:28:18.935975,3,0.0,0.0,0.0,,1,24,407
2026-06-06T12:28:18.935975,7,0.0,0.0,0.0,,1,24,407
2026-06-06T12:28:18.935975,0,0.0,0.0,0.0,,1,24,406
2026-06-06T12:28:18.935975,4,0.0,0.0,0.0,,1,24,406
2026-06-06T12:28:18.935975,1,0.0,0.0,0.0,,1,24,406
2026-06-06T12:28:18.935975,5,0.0,0.0,0.0,,1,24,406
2026-06-06T12:28:18.935975,2,-0.001,0.0,0.0,,1,24,407
2026-06-06T12:28:18.935975,6,0.0,0.0,0.0,,1,24,407
2026-06-06T12:28:18.987481,3,0.0,0.0,0.0,,1,24,408
2026-06-06T12:28:18.987481,7,0.0,0.0,0.0,,1,24,408
2026-06-06T12:28:18.987481,0,0.0,0.0,0.0,,1,24,407
2026-06-06T12:28:18.987481,4,0.0,0.0,0.0,,1,24,407
2026-06-06T12:28:18.987481,1,0.0,0.0,0.0,,1,24,407
2026-06-06T12:28:18.987481,5,0.0,0.0,0.0,,1,24,407
2026-06-06T12:28:19.021481,2,-0.001,0.0,0.0,,1,24,408
2026-06-06T12:28:19.021481,6,0.0,0.0,0.0,,1,24,408
2026-06-06T12:28:19.021481,3,0.0,0.0,0.0,,1,24,409
2026-06-06T12:28:19.021481,7,0.0,0.0,0.0,,1,24,409
2026-06-06T12:28:19.021481,0,0.0,0.0,0.0,,1,24,408
2026-06-06T12:28:19.021481,4,0.0,0.0,0.0,,1,24,408
2026-06-06T12:28:19.055482,1,0.0,0.0,0.0,,1,24,408
2026-06-06T12:28:19.055482,5,0.0,0.0,0.0,,1,24,408
2026-06-06T12:28:19.055482,2,-0.001,0.0,0.0,,1,24,409
2026-06-06T12:28:19.055482,6,0.0,0.0,0.0,,1,24,409
2026-06-06T12:28:19.055482,3,0.0,0.0,0.0,,1,24,410
2026-06-06T12:28:19.055482,7,0.0,0.0,0.0,,1,24,410
2026-06-06T12:28:19.088990,0,0.0,0.0,0.0,,1,24,409
2026-06-06T12:28:19.088990,4,0.0,0.0,0.0,,1,24,409
2026-06-06T12:28:19.088990,1,0.0,0.0,0.0,,1,24,409
2026-06-06T12:28:19.088990,5,0.0,0.0,0.0,,1,24,409
2026-06-06T12:28:19.088990,2,-0.001,0.0,0.0,,1,24,410
2026-06-06T12:28:19.088990,6,0.0,0.0,0.0,,1,24,410
2026-06-06T12:28:19.088990,3,0.0,0.0,0.0,,1,24,411
2026-06-06T12:28:19.088990,7,0.0,0.0,0.0,,1,24,411
2026-06-06T12:28:19.088990,0,0.0,0.0,0.0,,1,24,410
2026-06-06T12:28:19.088990,4,0.0,0.0,0.0,,1,24,410
2026-06-06T12:28:19.088990,1,0.0,0.0,0.0,,1,24,410
2026-06-06T12:28:19.088990,5,0.0,0.0,0.0,,1,24,410
2026-06-06T12:28:19.139991,2,-0.001,0.0,0.0,,1,24,411
2026-06-06T12:28:19.139991,6,0.0,0.0,0.0,,1,24,411
2026-06-06T12:28:19.139991,3,0.0,0.0,0.0,,1,24,412
2026-06-06T12:28:19.139991,7,0.0,0.0,0.0,,1,24,412
2026-06-06T12:28:19.139991,0,0.0,0.0,0.0,,1,24,411
2026-06-06T12:28:19.139991,4,0.0,0.0,0.0,,1,24,411
2026-06-06T12:28:19.173996,1,0.0,0.0,0.0,,1,24,411
2026-06-06T12:28:19.173996,5,0.0,0.0,0.0,,1,24,411
2026-06-06T12:28:19.173996,2,-0.001,0.0,0.0,,1,24,412
2026-06-06T12:28:19.173996,6,0.0,0.0,0.0,,1,24,412
2026-06-06T12:28:19.173996,3,0.0,0.0,0.0,,1,24,413
2026-06-06T12:28:19.173996,7,0.0,0.0,0.0,,1,24,413
2026-06-06T12:28:19.208503,0,0.0,0.0,0.0,,1,24,412
2026-06-06T12:28:19.208503,4,0.0,0.0,0.0,,1,24,412
2026-06-06T12:28:19.208503,1,0.0,0.0,0.0,,1,24,412
2026-06-06T12:28:19.208503,5,0.0,0.0,0.0,,1,24,412
2026-06-06T12:28:19.208503,2,-0.001,0.0,0.0,,1,24,413
2026-06-06T12:28:19.208503,6,0.0,0.0,0.0,,1,24,413
2026-06-06T12:28:19.246502,3,0.0,0.0,0.0,,1,24,414
2026-06-06T12:28:19.246502,7,0.0,0.0,0.0,,1,24,414
2026-06-06T12:28:19.246502,0,0.0,0.0,0.0,,1,24,413
2026-06-06T12:28:19.246502,4,0.0,0.0,0.0,,1,24,413
2026-06-06T12:28:19.246502,1,0.0,0.0,0.0,,1,24,413
2026-06-06T12:28:19.246502,5,0.0,0.0,0.0,,1,24,413
2026-06-06T12:28:19.276504,2,-0.001,0.0,0.0,,1,24,414
2026-06-06T12:28:19.276504,6,0.0,0.0,0.0,,1,24,414
2026-06-06T12:28:19.276504,3,0.0,0.0,0.0,,1,24,415
2026-06-06T12:28:19.276504,7,0.0,0.0,0.0,,1,24,415
2026-06-06T12:28:19.276504,0,0.0,0.0,0.0,,1,24,414
2026-06-06T12:28:19.276504,4,0.0,0.0,0.0,,1,24,414
2026-06-06T12:28:19.310013,1,0.0,0.0,0.0,,1,24,414
2026-06-06T12:28:19.310013,5,0.0,0.0,0.0,,1,24,414
2026-06-06T12:28:19.310013,2,-0.001,0.0,0.0,,1,24,415
2026-06-06T12:28:19.310013,6,0.0,0.0,0.0,,1,24,415
2026-06-06T12:28:19.310013,3,0.0,0.0,0.0,,1,24,416
2026-06-06T12:28:19.310013,7,0.0,0.0,0.0,,1,24,416
2026-06-06T12:28:19.339012,0,0.0,0.0,0.0,,1,24,415
2026-06-06T12:28:19.339012,4,0.0,0.0,0.0,,1,24,415
2026-06-06T12:28:19.339012,1,0.0,0.0,0.0,,1,24,415
2026-06-06T12:28:19.339012,5,0.0,0.0,0.0,,1,24,415
2026-06-06T12:28:19.339012,2,-0.001,0.0,0.0,,1,24,416
2026-06-06T12:28:19.339012,6,0.0,0.0,0.0,,1,24,416
2026-06-06T12:28:19.378016,3,0.0,0.0,0.0,,1,24,417
2026-06-06T12:28:19.378016,7,0.0,0.0,0.0,,1,24,417
2026-06-06T12:28:19.378016,0,0.0,0.0,0.0,,1,24,416
2026-06-06T12:28:19.378016,4,0.0,0.0,0.0,,1,24,416
2026-06-06T12:28:19.378016,1,0.0,0.0,0.0,,1,24,416
2026-06-06T12:28:19.378016,5,0.0,0.0,0.0,,1,24,416
2026-06-06T12:28:19.378016,2,-0.001,0.0,0.0,,1,24,417
2026-06-06T12:28:19.378016,6,0.0,0.0,0.0,,1,24,417
2026-06-06T12:28:19.378016,3,0.0,0.0,0.0,,1,24,418
2026-06-06T12:28:19.378016,7,0.0,0.0,0.0,,1,24,418
2026-06-06T12:28:19.378016,0,0.0,0.0,0.0,,1,24,417
2026-06-06T12:28:19.378016,4,0.0,0.0,0.0,,1,24,417
2026-06-06T12:28:19.428524,1,0.0,0.0,0.0,,1,24,417
2026-06-06T12:28:19.428524,5,0.0,0.0,0.0,,1,24,417
2026-06-06T12:28:19.428524,2,-0.001,0.0,0.0,,1,24,418
2026-06-06T12:28:19.428524,6,0.0,0.0,0.0,,1,24,418
2026-06-06T12:28:19.428524,3,0.0,0.0,0.0,,1,24,419
2026-06-06T12:28:19.428524,7,0.0,0.0,0.0,,1,24,419
2026-06-06T12:28:19.428524,0,0.0,0.0,0.0,,1,24,418
2026-06-06T12:28:19.428524,4,0.0,0.0,0.0,,1,24,418
2026-06-06T12:28:19.428524,1,0.0,0.0,0.0,,1,24,418
2026-06-06T12:28:19.428524,5,0.0,0.0,0.0,,1,24,418
2026-06-06T12:28:19.428524,2,-0.001,0.0,0.0,,1,24,419
2026-06-06T12:28:19.428524,6,0.0,0.0,0.0,,1,24,419
2026-06-06T12:28:19.479597,3,0.0,0.0,0.0,,1,24,420
2026-06-06T12:28:19.479597,7,0.0,0.0,0.0,,1,24,420
2026-06-06T12:28:19.479597,0,0.0,0.0,0.0,,1,24,419
2026-06-06T12:28:19.479597,4,0.0,0.0,0.0,,1,24,419
2026-06-06T12:28:19.479597,1,0.0,0.0,0.0,,1,24,419
2026-06-06T12:28:19.479597,5,0.0,0.0,0.0,,1,24,419
2026-06-06T12:28:19.514108,2,-0.001,0.0,0.0,,1,24,420
2026-06-06T12:28:19.514108,6,0.0,0.0,0.0,,1,24,420
2026-06-06T12:28:19.514108,3,0.0,0.0,0.0,,1,24,421
2026-06-06T12:28:19.514108,7,0.0,0.0,0.0,,1,24,421
2026-06-06T12:28:19.514108,0,0.0,0.0,0.0,,1,24,420
2026-06-06T12:28:19.514108,4,0.0,0.0,0.0,,1,24,420
2026-06-06T12:28:19.547686,1,0.0,0.0,0.0,,1,24,420
2026-06-06T12:28:19.547686,5,0.0,0.0,0.0,,1,24,420
2026-06-06T12:28:19.547686,2,-0.001,0.0,0.0,,1,24,421
2026-06-06T12:28:19.547686,6,0.0,0.0,0.0,,1,24,421
2026-06-06T12:28:19.547686,3,0.0,0.0,0.0,,1,24,422
2026-06-06T12:28:19.547686,7,0.0,0.0,0.0,,1,24,422
2026-06-06T12:28:19.575690,0,0.0,0.0,0.0,,1,24,421
2026-06-06T12:28:19.575690,4,0.0,0.0,0.0,,1,24,421
2026-06-06T12:28:19.575690,1,0.0,0.0,0.0,,1,24,421
2026-06-06T12:28:19.575690,5,0.0,0.0,0.0,,1,24,421
2026-06-06T12:28:19.575690,2,-0.001,0.0,0.0,,1,24,422
2026-06-06T12:28:19.575690,6,0.0,0.0,0.0,,1,24,422
2026-06-06T12:28:19.616196,3,0.0,0.0,0.0,,1,24,423
2026-06-06T12:28:19.616196,7,0.0,0.0,0.0,,1,24,423
2026-06-06T12:28:19.616196,0,0.0,0.0,0.0,,1,24,422
2026-06-06T12:28:19.616196,4,0.0,0.0,0.0,,1,24,422
2026-06-06T12:28:19.616196,1,0.0,0.0,0.0,,1,24,422
2026-06-06T12:28:19.616196,5,0.0,0.0,0.0,,1,24,422
2026-06-06T12:28:19.616196,2,0.0,0.0,0.0,,1,24,423
2026-06-06T12:28:19.616196,6,0.0,0.0,0.0,,1,24,423
2026-06-06T12:28:19.616196,3,0.0,0.0,0.0,,1,24,424
2026-06-06T12:28:19.616196,7,0.0,0.0,0.0,,1,24,424
2026-06-06T12:28:19.616196,0,0.0,0.0,0.0,,1,24,423
2026-06-06T12:28:19.616196,4,0.0,0.0,0.0,,1,24,423
2026-06-06T12:28:19.667196,1,0.0,0.0,0.0,,1,24,423
2026-06-06T12:28:19.667196,5,0.0,0.0,0.0,,1,24,423
2026-06-06T12:28:19.667196,2,0.0,0.0,0.0,,1,24,424
2026-06-06T12:28:19.667196,6,0.0,0.0,0.0,,1,24,424
2026-06-06T12:28:19.667196,3,0.0,0.0,0.0,,1,24,425
2026-06-06T12:28:19.667196,7,-0.001,0.0,0.0,,1,24,425
2026-06-06T12:28:19.701331,0,0.0,0.0,0.0,,1,24,424
2026-06-06T12:28:19.701331,4,0.0,0.0,0.0,,1,24,424
2026-06-06T12:28:19.701331,1,0.0,0.0,0.0,,1,24,424
2026-06-06T12:28:19.701331,5,0.0,0.0,0.0,,1,24,424
2026-06-06T12:28:19.701331,2,0.096,9.0,2.0,,1,24,425
2026-06-06T12:28:19.701331,6,0.0,0.0,0.0,,1,24,425
2026-06-06T12:28:19.735332,3,0.0,0.0,0.0,,1,24,426
2026-06-06T12:28:19.735332,7,0.0,0.0,0.0,,1,24,426
2026-06-06T12:28:19.735332,0,0.0,0.0,0.0,,1,24,425
2026-06-06T12:28:19.735332,4,0.0,0.0,0.0,,1,24,425
2026-06-06T12:28:19.735332,1,0.0,0.0,0.0,,1,24,425
2026-06-06T12:28:19.735332,5,0.0,0.0,0.0,,1,24,425
2026-06-06T12:28:19.793370,2,0.188,18.0,3.75,,1,24,426
2026-06-06T12:28:19.793370,6,0.0,0.0,0.0,,1,24,426
2026-06-06T12:28:19.793370,3,0.0,0.0,0.0,,1,24,427
2026-06-06T12:28:19.793370,7,0.0,0.0,0.0,,1,24,427
2026-06-06T12:28:19.793370,0,0.0,0.0,0.0,,1,24,426
2026-06-06T12:28:19.793370,4,0.0,0.0,0.0,,1,24,426
2026-06-06T12:28:19.823370,1,0.0,0.0,0.0,,1,24,426
2026-06-06T12:28:19.823370,5,0.0,0.0,0.0,,1,24,426
2026-06-06T12:28:19.823370,2,0.272,26.0,5.5,,1,24,427
2026-06-06T12:28:19.823370,6,0.0,0.0,0.0,,1,24,427
2026-06-06T12:28:19.823370,3,0.0,0.0,0.0,,1,24,428
2026-06-06T12:28:19.823370,7,0.0,0.0,0.0,,1,24,428
2026-06-06T12:28:19.861370,0,0.0,0.0,0.0,,1,24,427
2026-06-06T12:28:19.861370,4,0.0,0.0,0.0,,1,24,427
2026-06-06T12:28:19.861370,1,0.0,0.0,0.0,,1,24,427
2026-06-06T12:28:19.861370,5,0.0,0.0,0.0,,1,24,427
2026-06-06T12:28:19.861370,2,0.273,26.0,5.5,,1,24,428
2026-06-06T12:28:19.861370,6,0.0,0.0,0.0,,1,24,428
2026-06-06T12:28:19.889880,3,0.0,0.0,0.0,,1,24,429
2026-06-06T12:28:19.889880,7,0.0,0.0,0.0,,1,24,429
2026-06-06T12:28:19.889880,0,0.0,0.0,0.0,,1,24,428
2026-06-06T12:28:19.889880,4,0.0,0.0,0.0,,1,24,428
2026-06-06T12:28:19.889880,1,0.0,0.0,0.0,,1,24,428
2026-06-06T12:28:19.889880,5,0.0,0.0,0.0,,1,24,428
2026-06-06T12:28:19.923879,2,0.274,26.0,5.5,,1,24,429
2026-06-06T12:28:19.923879,6,0.0,0.0,0.0,,1,24,429
2026-06-06T12:28:19.923879,3,0.0,0.0,0.0,,1,24,430
2026-06-06T12:28:19.923879,7,-0.001,0.0,0.0,,1,24,430
2026-06-06T12:28:19.923879,0,0.0,0.0,0.0,,1,24,429
2026-06-06T12:28:19.923879,4,-0.001,0.0,0.0,,1,24,429
2026-06-06T12:28:19.952880,1,0.0,0.0,0.0,,1,24,429
2026-06-06T12:28:19.952880,5,0.0,0.0,0.0,,1,24,429
2026-06-06T12:28:19.952880,2,0.274,26.0,5.5,,1,24,430
2026-06-06T12:28:19.952880,6,0.0,0.0,0.0,,1,24,430
2026-06-06T12:28:19.952880,3,0.0,0.0,0.0,,1,24,431
2026-06-06T12:28:19.952880,7,-0.001,0.0,0.0,,1,24,431
2026-06-06T12:28:19.990389,0,0.0,0.0,0.0,,1,24,430
2026-06-06T12:28:19.990389,4,0.0,0.0,0.0,,1,24,430
2026-06-06T12:28:19.990389,1,0.0,0.0,0.0,,1,24,430
2026-06-06T12:28:19.990389,5,0.0,0.0,0.0,,1,24,430
2026-06-06T12:28:19.990389,2,0.515,49.0,10.25,,1,24,431
2026-06-06T12:28:19.990389,6,0.0,0.0,0.0,,1,24,431
2026-06-06T12:28:19.990389,3,0.0,0.0,0.0,,1,24,432
2026-06-06T12:28:19.990389,7,-0.001,0.0,0.0,,1,24,432
2026-06-06T12:28:19.990389,0,0.0,0.0,0.0,,1,24,431
2026-06-06T12:28:19.990389,4,0.0,0.0,0.0,,1,24,431
2026-06-06T12:28:19.990389,1,0.0,0.0,0.0,,1,24,431
2026-06-06T12:28:19.990389,5,0.0,0.0,0.0,,1,24,431
2026-06-06T12:28:20.041128,2,1.288,122.0,25.75,,1,24,432
2026-06-06T12:28:20.041128,6,0.0,0.0,0.0,,1,24,432
2026-06-06T12:28:20.041128,3,0.0,0.0,0.0,,1,24,433
2026-06-06T12:28:20.041128,7,-0.001,0.0,0.0,,1,24,433
2026-06-06T12:28:20.041128,0,0.0,0.0,0.0,,1,24,432
2026-06-06T12:28:20.041128,4,0.0,0.0,0.0,,1,24,432
2026-06-06T12:28:20.041128,1,0.0,0.0,0.0,,1,24,432
2026-06-06T12:28:20.041128,5,0.0,0.0,0.0,,1,24,432
2026-06-06T12:28:20.041128,2,1.978,187.0,39.25,,1,24,433
2026-06-06T12:28:20.041128,6,0.0,0.0,0.0,,1,24,433
2026-06-06T12:28:20.041128,3,0.0,0.0,0.0,,1,24,434
2026-06-06T12:28:20.041128,7,0.0,0.0,0.0,,1,24,434
2026-06-06T12:28:20.041128,0,0.0,0.0,0.0,,1,24,433
2026-06-06T12:28:20.041128,4,0.0,0.0,0.0,,1,24,433
2026-06-06T12:28:20.041128,1,0.0,0.0,0.0,,1,24,433
2026-06-06T12:28:20.041128,5,0.0,0.0,0.0,,1,24,433
2026-06-06T12:28:20.041128,2,2.935,278.0,58.5,,1,24,434
2026-06-06T12:28:20.041128,6,0.0,0.0,0.0,,1,24,434
2026-06-06T12:28:20.108641,3,0.0,0.0,0.0,,1,24,435
2026-06-06T12:28:20.108641,7,0.0,0.0,0.0,,1,24,435
